Mod:Item:MetaData, Localized Name
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Willow Wood Stairs
biomesoplenty:pine_stairs:0, Pine Wood Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
biomesoplenty:wood_slab_0:4, Ethereal Wood Slab
biomesoplenty:wood_slab_0:5, Magic Wood Slab
biomesoplenty:wood_slab_0:6, Mangrove Wood Slab
biomesoplenty:wood_slab_0:7, Palm Wood Slab
biomesoplenty:wood_slab_1:0, Redwood Wood Slab
biomesoplenty:wood_slab_1:1, Willow Wood Slab
biomesoplenty:wood_slab_1:2, Pine Wood Slab
biomesoplenty:wood_slab_1:3, Hellbark Wood Slab
biomesoplenty:wood_slab_1:4, Jacaranda Wood Slab
biomesoplenty:wood_slab_1:5, Mahogany Wood Slab
biomesoplenty:wood_slab_1:6, Ebony Wood Slab
biomesoplenty:wood_slab_1:7, Eucalyptus Wood Slab
biomesoplenty:sacred_oak_fence:0, Sacred Oak Fence
biomesoplenty:cherry_fence:0, Cherry Fence
biomesoplenty:umbran_fence:0, Umbran Fence
biomesoplenty:fir_fence:0, Fir Fence
biomesoplenty:ethereal_fence:0, Ethereal Fence
biomesoplenty:magic_fence:0, Magic Fence
biomesoplenty:mangrove_fence:0, Mangrove Fence
biomesoplenty:palm_fence:0, Palm Fence
biomesoplenty:redwood_fence:0, Redwood Fence
biomesoplenty:willow_fence:0, Willow Fence
biomesoplenty:pine_fence:0, Pine Fence
biomesoplenty:hellbark_fence:0, Hellbark Fence
biomesoplenty:jacaranda_fence:0, Jacaranda Fence
biomesoplenty:mahogany_fence:0, Mahogany Fence
biomesoplenty:ebony_fence:0, Ebony Fence
biomesoplenty:eucalyptus_fence:0, Eucalyptus Fence
biomesoplenty:sacred_oak_fence_gate:0, Sacred Oak Fence Gate
biomesoplenty:cherry_fence_gate:0, Cherry Fence Gate
biomesoplenty:umbran_fence_gate:0, Umbran Fence Gate
biomesoplenty:fir_fence_gate:0, Fir Fence Gate
biomesoplenty:ethereal_fence_gate:0, Ethereal Fence Gate
biomesoplenty:magic_fence_gate:0, Magic Fence Gate
biomesoplenty:mangrove_fence_gate:0, Mangrove Fence Gate
biomesoplenty:palm_fence_gate:0, Palm Fence Gate
biomesoplenty:redwood_fence_gate:0, Redwood Fence Gate
biomesoplenty:willow_fence_gate:0, Willow Fence Gate
biomesoplenty:pine_fence_gate:0, Pine Fence Gate
biomesoplenty:hellbark_fence_gate:0, Hellbark Fence Gate
biomesoplenty:jacaranda_fence_gate:0, Jacaranda Fence Gate
biomesoplenty:mahogany_fence_gate:0, Mahogany Fence Gate
biomesoplenty:ebony_fence_gate:0, Ebony Fence Gate
biomesoplenty:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
biomesoplenty:sacred_oak_door, Sacred Oak Door
biomesoplenty:cherry_door, Cherry Door
biomesoplenty:umbran_door, Umbran Door
biomesoplenty:fir_door, Fir Door
biomesoplenty:ethereal_door, Ethereal Door
biomesoplenty:magic_door, Magic Door
biomesoplenty:mangrove_door, Mangrove Door
biomesoplenty:palm_door, Palm Door
biomesoplenty:redwood_door, Redwood Door
biomesoplenty:willow_door, Willow Door
biomesoplenty:pine_door, Pine Door
biomesoplenty:hellbark_door, Hellbark Door
biomesoplenty:jacaranda_door, Jacaranda Door
biomesoplenty:mahogany_door, Mahogany Door
biomesoplenty:ebony_door, Ebony Door
biomesoplenty:eucalyptus_door, Eucalyptus Door
biomesoplenty:coral:0, Pink Coral
biomesoplenty:coral:1, Orange Coral
biomesoplenty:coral:2, Blue Coral
biomesoplenty:coral:3, Glowing Coral
biomesoplenty:coral:4, Algae
biomesoplenty:seaweed:0, Kelp
biomesoplenty:waterlily:0, Medium Lily Pad
biomesoplenty:waterlily:1, Small Lily Pad
biomesoplenty:waterlily:2, Tiny Lily Pad
biomesoplenty:waterlily:3, Flowered Lily
biomesoplenty:bamboo:0, Bamboo
biomesoplenty:sapling_0:0, Yellow Autumn Sapling
biomesoplenty:sapling_0:1, Orange Autumn Sapling
biomesoplenty:sapling_0:2, Bamboo Sapling
biomesoplenty:sapling_0:3, Magic Sapling
biomesoplenty:sapling_0:4, Umbran Sapling
biomesoplenty:sapling_0:5, Dead Sapling
biomesoplenty:sapling_0:6, Fir Sapling
biomesoplenty:sapling_0:7, Ethereal Sapling
biomesoplenty:sapling_1:0, Origin Sapling
biomesoplenty:sapling_1:1, Pink Cherry Sapling
biomesoplenty:sapling_1:2, White Cherry Sapling
biomesoplenty:sapling_1:3, Maple Sapling
biomesoplenty:sapling_1:4, Hellbark Sapling
biomesoplenty:sapling_1:5, Flowering Oak Sapling
biomesoplenty:sapling_1:6, Jacaranda Sapling
biomesoplenty:sapling_1:7, Sacred Oak Sapling
biomesoplenty:sapling_2:0, Mangrove Sapling
biomesoplenty:sapling_2:1, Palm Sapling
biomesoplenty:sapling_2:2, Redwood Sapling
biomesoplenty:sapling_2:3, Willow Sapling
biomesoplenty:sapling_2:4, Pine Sapling
biomesoplenty:sapling_2:5, Mahogany Sapling
biomesoplenty:sapling_2:6, Ebony Sapling
biomesoplenty:sapling_2:7, Eucalyptus Sapling
biomesoplenty:plant_0:0, Short Grass
biomesoplenty:plant_0:1, Medium Grass
biomesoplenty:plant_0:2, Bush
biomesoplenty:plant_0:3, Sprout
biomesoplenty:plant_0:4, Poison Ivy
biomesoplenty:plant_0:5, Berry Bush
biomesoplenty:plant_0:6, Shrub
biomesoplenty:plant_0:7, Wheat Grass
biomesoplenty:plant_0:8, Damp Grass
biomesoplenty:plant_0:9, Koru
biomesoplenty:plant_0:10, Clover Patch
biomesoplenty:plant_0:11, Leaf Pile
biomesoplenty:plant_0:12, Dead Leaf Pile
biomesoplenty:plant_0:13, Dead Grass
biomesoplenty:plant_0:14, Desert Grass
biomesoplenty:plant_0:15, Desert Sprouts
biomesoplenty:plant_1:0, Dune Grass
biomesoplenty:plant_1:1, Spectral Fern
biomesoplenty:plant_1:2, Thorns
biomesoplenty:plant_1:3, Wild Rice
biomesoplenty:plant_1:4, Cattail
biomesoplenty:plant_1:5, River Cane
biomesoplenty:plant_1:6, Tiny Cactus
biomesoplenty:plant_1:7, Devilweed
biomesoplenty:plant_1:8, Reed
biomesoplenty:plant_1:9, Root
biomesoplenty:plant_1:10, Rafflesia
biomesoplenty:plant_1:11, Barley
biomesoplenty:double_plant:0, Flax
biomesoplenty:double_plant:1, Tall Cattail
biomesoplenty:double_plant:2, Eyebulb
biomesoplenty:double_plant:3, Sea Oats
biomesoplenty:mushroom:0, Toadstool
biomesoplenty:mushroom:1, Portobello
biomesoplenty:mushroom:2, Blue Milk Cap
biomesoplenty:mushroom:3, Glowshroom
biomesoplenty:mushroom:4, Flat Mushroom
biomesoplenty:mushroom:5, Shadow Shroom
biomesoplenty:bramble_plant:0, Bramble
biomesoplenty:flower_0:0, Clover
biomesoplenty:flower_0:1, Swampflower
biomesoplenty:flower_0:2, Deathbloom
biomesoplenty:flower_0:3, Glowflower
biomesoplenty:flower_0:4, Blue Hydrangea
biomesoplenty:flower_0:5, Orange Cosmos
biomesoplenty:flower_0:6, Pink Dafodil
biomesoplenty:flower_0:7, Wildflower
biomesoplenty:flower_0:8, Violet
biomesoplenty:flower_0:9, White Anemone
biomesoplenty:flower_0:10, Enderlotus
biomesoplenty:flower_0:11, Bromeliad
biomesoplenty:flower_0:12, Wilted Lily
biomesoplenty:flower_0:13, Pink Hibiscus
biomesoplenty:flower_0:14, Lily of the Valley
biomesoplenty:flower_0:15, Burning Blossom
biomesoplenty:flower_1:0, Lavender
biomesoplenty:flower_1:1, Goldenrod
biomesoplenty:flower_1:2, Bluebells
biomesoplenty:flower_1:3, Miner's Delight
biomesoplenty:flower_1:4, Icy Iris
biomesoplenty:flower_1:5, Rose
biomesoplenty:ivy:0, Ivy
biomesoplenty:willow_vine:0, Willow Vine
biomesoplenty:terrarium:0, Fern Terrarium
biomesoplenty:terrarium:1, Mushroom Terrarium
biomesoplenty:terrarium:2, Cactus Terrarium
biomesoplenty:terrarium:3, Flax Terrarium
biomesoplenty:terrarium:4, Flower Terrarium
biomesoplenty:terrarium:5, Koru Terrarium
biomesoplenty:terrarium:6, Bamboo Terrarium
biomesoplenty:terrarium:7, Beach Terrarium
biomesoplenty:terrarium:8, Glowshroom Terrarium
biomesoplenty:terrarium:9, Dead Terrarium
biomesoplenty:terrarium:10, Mystic Terrarium
biomesoplenty:terrarium:11, Ominous Terrarium
biomesoplenty:terrarium:12, Wasteland Terrarium
biomesoplenty:terrarium:13, Origin Terrarium
biomesoplenty:terrarium:14, Nether Terrarium
biomesoplenty:terrarium:15, Ender Terrarium
biomesoplenty:jar_filled:0, Honey Jar
biomesoplenty:jar_filled:1, Blue Fire Jar
biomesoplenty:jar_empty, Empty Jar
biomesoplenty:boat_sacred_oak, Sacred Oak Boat
biomesoplenty:boat_cherry, Cherry Boat
biomesoplenty:boat_umbran, Umbran Boat
biomesoplenty:boat_fir, Fir Boat
biomesoplenty:boat_ethereal, Ethereal Boat
biomesoplenty:boat_magic, Magic Boat
biomesoplenty:boat_mangrove, Mangrove Boat
biomesoplenty:boat_palm, Palm Boat
biomesoplenty:boat_redwood, Redwood Boat
biomesoplenty:boat_willow, Willow Boat
biomesoplenty:boat_pine, Pine Boat
biomesoplenty:boat_hellbark, Hellbark Boat
biomesoplenty:boat_jacaranda, Jacaranda Boat
biomesoplenty:boat_mahogany, Mahogany Boat
biomesoplenty:boat_ebony, Ebony Boat
biomesoplenty:boat_eucalyptus, Eucalyptus Boat
biomesoplenty:biome_finder, Biome Finder
biomesoplenty:record_wanderer, Music Disc
biomesoplenty:mudball, Mud Ball
biomesoplenty:mud_brick, Mud Brick
biomesoplenty:ash, Pile of Ashes
biomesoplenty:fleshchunk, Chunk of Flesh
biomesoplenty:gem:0, Ender Amethyst
biomesoplenty:gem:1, Ruby
biomesoplenty:gem:2, Peridot
biomesoplenty:gem:3, Topaz
biomesoplenty:gem:4, Tanzanite
biomesoplenty:gem:5, Malachite
biomesoplenty:gem:6, Sapphire
biomesoplenty:gem:7, Amber
biomesoplenty:terrestrial_artifact, Terrestrial Artifact
biomesoplenty:crystal_shard, Celestial Crystal Shard
biomesoplenty:biome_essence, Biome Essence
biomesoplenty:berries, Berry
biomesoplenty:pear, Pear
biomesoplenty:peach, Peach
biomesoplenty:persimmon, Persimmon
biomesoplenty:honeycomb, Empty Honeycomb
biomesoplenty:filled_honeycomb, Filled Honeycomb
biomesoplenty:shroompowder, Shroom Powder
biomesoplenty:ricebowl, Bowl of Rice
biomesoplenty:blue_dye, Blue Dye
biomesoplenty:brown_dye, Brown Dye
biomesoplenty:green_dye, Green Dye
biomesoplenty:white_dye, White Dye
biomesoplenty:black_dye, Black Dye
biomesoplenty:earth, Earth
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:storage.fluid:0, ME 1k Fluid Storage Cell
extracells:storage.fluid:1, ME 4k Fluid Storage Cell
extracells:storage.fluid:2, ME 16k Fluid Storage Cell
extracells:storage.fluid:3, ME 64k Fluid Storage Cell
extracells:storage.fluid:4, ME 256k Fluid Storage Cell
extracells:storage.fluid:5, ME 1024k Fluid Storage Cell
extracells:storage.fluid:6, ME 4096k Fluid Storage Cell
extracells:storage.physical:0, ME 256k Storage Cell
extracells:storage.physical:1, ME 1024k Storage Cell
extracells:storage.physical:2, ME 4096k Storage Cell
extracells:storage.physical:3, ME 16384k Storage Cell
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:pattern.fluid:0, ME Fluid Pattern
extracells:pattern.fluid:0, ME Fluid Pattern: Water
extracells:pattern.fluid:0, ME Fluid Pattern: Lava
extracells:pattern.fluid:0, ME Fluid Pattern: UU-Matter
extracells:pattern.fluid:0, ME Fluid Pattern: Construction Foam
extracells:pattern.fluid:0, ME Fluid Pattern: IC2 Coolant
extracells:pattern.fluid:0, ME Fluid Pattern: Creosote
extracells:pattern.fluid:0, ME Fluid Pattern: IC2 Hot Coolant
extracells:pattern.fluid:0, ME Fluid Pattern: Pahoehoe Lava
extracells:pattern.fluid:0, ME Fluid Pattern: Biomass
extracells:pattern.fluid:0, ME Fluid Pattern: Biogas
extracells:pattern.fluid:0, ME Fluid Pattern: Distilled Water
extracells:pattern.fluid:0, ME Fluid Pattern: Superheated Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Hotspring Water
extracells:pattern.fluid:0, ME Fluid Pattern: Weed-Ex
extracells:pattern.fluid:0, ME Fluid Pattern: Air
extracells:pattern.fluid:0, ME Fluid Pattern: Hydrogen
extracells:pattern.fluid:0, ME Fluid Pattern: Oxygen
extracells:pattern.fluid:0, ME Fluid Pattern: Heavy Water
extracells:pattern.fluid:0, ME Fluid Pattern: Milk
extracells:pattern.fluid:0, ME Fluid Pattern: Steam
extracells:pattern.fluid:0, ME Fluid Pattern: Creosote Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Liquifacted Coal
extracells:pattern.fluid:0, ME Fluid Pattern: Crude Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Naphtha
extracells:pattern.fluid:0, ME Fluid Pattern: Refined Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Sap
extracells:pattern.fluid:0, ME Fluid Pattern: Syrup
extracells:pattern.fluid:0, ME Fluid Pattern: Resin
extracells:pattern.fluid:0, ME Fluid Pattern: Tree Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Seed Oil
extracells:pattern.fluid:0, ME Fluid Pattern: Biocrude
extracells:pattern.fluid:0, ME Fluid Pattern: Grassoline
extracells:pattern.fluid:0, ME Fluid Pattern: Mushroom Stew
extracells:pattern.fluid:0, ME Fluid Pattern: Essence of Knowledge
extracells:pattern.fluid:0, ME Fluid Pattern: Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Splash Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Lingering Potion
extracells:pattern.fluid:0, ME Fluid Pattern: Destabilized Redstone
extracells:pattern.fluid:0, ME Fluid Pattern: Energized Glowstone
extracells:pattern.fluid:0, ME Fluid Pattern: Resonant Ender
extracells:pattern.fluid:0, ME Fluid Pattern: Blazing Pyrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Gelid Cryotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Zephyrean Aerotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Tectonic Petrotheum
extracells:pattern.fluid:0, ME Fluid Pattern: Primal Mana
extracells:pattern.fluid:0, ME Fluid Pattern: Quicksand
extracells:pattern.fluid:0, ME Fluid Pattern: Honey
extracells:pattern.fluid:0, ME Fluid Pattern: Blood
extracells:pattern.fluid:0, ME Fluid Pattern: Poison
extracells:pattern.fluid:0, ME Fluid Pattern: Hot Spring Water
extracells:pattern.fluid:0, ME Fluid Pattern: Nutrient Distillation
extracells:pattern.fluid:0, ME Fluid Pattern: Dew of the Void
extracells:pattern.fluid:0, ME Fluid Pattern: Vapor of Levity
extracells:pattern.fluid:0, ME Fluid Pattern: Hootch
extracells:pattern.fluid:0, ME Fluid Pattern: Rocket Fuel
extracells:pattern.fluid:0, ME Fluid Pattern: Fire Water
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid XP
extracells:pattern.fluid:0, ME Fluid Pattern: Liquid Sunshine
extracells:pattern.fluid:0, ME Fluid Pattern: Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Concentrated Cloud Seed
extracells:pattern.fluid:0, ME Fluid Pattern: Fluid Yellorium
